judul,link,ringkasan,tanggal_publikasi,sumber,kata_kunci,domain,lokasi_kejadian,jenis_bencana,judul_bersih,datetime_utc,datetime_wib,datetime_wib_excel,tanggal_wib,waktu_wib,status_verifikasi,is_bencana,verified_by,verified_at,notes
"Titik Banjir-Longsor Meluas, Pemprov Sumbar Tetapkan Status Tanggap Darurat - detikNews",https://news.google.com/rss/articles/CBMitAFBVV95cUxNUXVObm5FaHhCX3JhVWlzYVZ6UFFVZWpZNVRGRHZTN1FzbjFMRi1xZGgtd3IwLXRTcXRLa1hnenVfVi0xRmgwNnRjLWpBLTdCRHJrek9xck43ZEJpUmdxZ0xBbXZIdGREa2ExcHI5U1l1X0RLX2NBdkxRM3ZoNjJWZkl0ajlLdk5ZMTFvRlpWbG5rUWJITEs3TkxTUWNkQmZhSC12bTVlQWt4eGdfRWozYjk1bG3SAboBQVVfeXFMTS14T0hmUEt2RE83VXB6aGthQy1kMGlXLUtIaFJjVHRBSm9NODFKX3dSV05CMzI5NzNEaU9FeDZneEhBMDhJdVh0ZG9ab1BxelNSdXJTaFNzWHE3eUY1TUluN3AwSjFRUzNYOGlLMEIyU2g1eGpqUEhGUEs5TDZyRk83SUNPWWo2R1E2YUpLYXVGZkxEN0xkdzdDbzkwRGpYX25teFFabkx6SEFqWXNPamI1UF9lMlhxNDBB?oc=5,"<a href=""https://news.google.com/rss/articles/CBMitAFBVV95cUxNUXVObm5FaHhCX3JhVWlzYVZ6UFFVZWpZNVRGRHZTN1FzbjFMRi1xZGgtd3IwLXRTcXRLa1hnenVfVi0xRmgwNnRjLWpBLTdCRHJrek9xck43ZEJpUmdxZ0xBbXZIdGREa2ExcHI5U1l1X0RLX2NBdkxRM3ZoNjJWZkl0ajlLdk5ZMTFvRlpWbG5rUWJITEs3TkxTUWNkQmZhSC12bTVlQWt4eGdfRWozYjk1bG3SAboBQVVfeXFMTS14T0hmUEt2RE83VXB6aGthQy1kMGlXLUtIaFJjVHRBSm9NODFKX3dSV05CMzI5NzNEaU9FeDZneEhBMDhJdVh0ZG9ab1BxelNSdXJTaFNzWHE3eUY1TUluN3AwSjFRUzNYOGlLMEIyU2g1eGpqUEhGUEs5TDZyRk83SUNPWWo2R1E2YUpLYXVGZkxEN0xkdzdDbzkwRGpYX25teFFabkx6SEFqWXNPamI1UF9lMlhxNDBB?oc=5"" target=""_blank"">Titik Banjir-Longsor Meluas, Pemprov Sumbar Tetapkan Status Tanggap Darurat</a>&nbsp;&nbsp;<font color=""#6f6f6f"">detikNews</font>",2025-11-26T09:28:25+00:00,detikNews,bencana alam,news.google.com,Sumbar,Banjir,titik banjir longsor meluas pemprov sumbar tetapkan status tanggap darurat detiknews,2025-11-26 09:28:25+00:00,2025-11-26 16:28:25+07:00,26-11-2025 16:28:25,26-11-2025,16:28:25,UNVERIFIED,,,,
Polda Sumut Kerahkan 345 Personel Brimob Bantu Warga Tangani Bencana Alam Pada Delapan Wilayah Kabupaten/Kota Terdampak - Kabar Reskrim,https://news.google.com/rss/articles/CBMi4wFBVV95cUxPR05zaXIxYkI2cmU5MjhXT1hGT1RZc0x2bUc4RzRKSHlwa3FNOEliR2x5R0dlRUxVMFJsUGsyMThPYWNTUVZRckJ2OTdZTE9QdEZzV0xXbEZoQ1lFUGdhUnEyM3ZPSFVzVlhPdjA5Wmc0YnpQOTBpck44TlNFdmdHYzJubko4cy1XUG5OTGh5WElpSVVhdUVneG0xbnJsdzlaRHVCSlFRYlNlZW0ydDV4S3BhaF8tY01Fam1BbVdhbUJtNktKTm4tQlhUUjRCRThOb1lYY2xiMWFUX2xVOVJ6QUJFaw?oc=5,"<a href=""https://news.google.com/rss/articles/CBMi4wFBVV95cUxPR05zaXIxYkI2cmU5MjhXT1hGT1RZc0x2bUc4RzRKSHlwa3FNOEliR2x5R0dlRUxVMFJsUGsyMThPYWNTUVZRckJ2OTdZTE9QdEZzV0xXbEZoQ1lFUGdhUnEyM3ZPSFVzVlhPdjA5Wmc0YnpQOTBpck44TlNFdmdHYzJubko4cy1XUG5OTGh5WElpSVVhdUVneG0xbnJsdzlaRHVCSlFRYlNlZW0ydDV4S3BhaF8tY01Fam1BbVdhbUJtNktKTm4tQlhUUjRCRThOb1lYY2xiMWFUX2xVOVJ6QUJFaw?oc=5"" target=""_blank"">Polda Sumut Kerahkan 345 Personel Brimob Bantu Warga Tangani Bencana Alam Pada Delapan Wilayah Kabupaten/Kota Terdampak</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Kabar Reskrim</font>",2025-11-26T09:27:20+00:00,Kabar Reskrim,bencana alam,news.google.com,Sumut,Lainnya,polda sumut kerahkan 345 personel brimob bantu warga tangani bencana alam pada delapan wilayah kabupaten kota terdampak kabar reskrim,2025-11-26 09:27:20+00:00,2025-11-26 16:27:20+07:00,26-11-2025 16:27:20,26-11-2025,16:27:20,UNVERIFIED,,,,
"Gempa Hari Ini Guncang Kuta Selatan Bali, Cek Magnitudonya! - RCTI+",https://news.google.com/rss/articles/CBMisAFBVV95cUxNT2VETmVSS2c5THFZeFV5RUJ4TWhmTTQ0MkVOWnRDZWNsU1FUS1VCeDNWaDlUWEYzRzd5X3VVMnZjUTdaN1NaMHhRMEJRMEZRZVMtM1BpZGtIQ194SWJtR1g2TFJRZUJ4ZzZEYWpIQ05QZUZMNXlkX2YtV2FBbjVmQnh3dm9GSE5Ua0duYThTQU5SbVBiQ3B1LWNmV2xVWEU0UVEwVlRqVU5hM3NNa3duVw?oc=5,"<a href=""https://news.google.com/rss/articles/CBMisAFBVV95cUxNT2VETmVSS2c5THFZeFV5RUJ4TWhmTTQ0MkVOWnRDZWNsU1FUS1VCeDNWaDlUWEYzRzd5X3VVMnZjUTdaN1NaMHhRMEJRMEZRZVMtM1BpZGtIQ194SWJtR1g2TFJRZUJ4ZzZEYWpIQ05QZUZMNXlkX2YtV2FBbjVmQnh3dm9GSE5Ua0duYThTQU5SbVBiQ3B1LWNmV2xVWEU0UVEwVlRqVU5hM3NNa3duVw?oc=5"" target=""_blank"">Gempa Hari Ini Guncang Kuta Selatan Bali, Cek Magnitudonya!</a>&nbsp;&nbsp;<font color=""#6f6f6f"">RCTI+</font>",2025-11-26T09:18:00+00:00,RCTI+,gempa bumi,news.google.com,Bali,Gempa Bumi,gempa hari ini guncang kuta selatan bali cek magnitudonya rcti,2025-11-26 09:18:00+00:00,2025-11-26 16:18:00+07:00,26-11-2025 16:18:00,26-11-2025,16:18:00,UNVERIFIED,,,,
"Gempa Hari Ini Guncang Kuta Selatan Bali, Cek Magnitudonya! - iNews.ID",https://news.google.com/rss/articles/CBMijwFBVV95cUxPQkt2NGVJMVF3MzJBS3hDT2tHc0RIbUpQMTYxMlktekhTSlRFaXBiRl9XVVhIc01SejMwZlRmM05ETmlMWldCWXlKYXlXUE9ENEd6Vk9tWEE4aHcxa1FqMnNSMkJEZWFlclNkYmlLa0gtWDZQc1loUmZNSnZYSXNpY3ptZ01NVWFNTDhjY0JNa9IBlAFBVV95cUxPMlBlOGtfQkRDcF9GN05oZk5pam13QmY2c2l0Y2VRZFllb19XekYtSFUydGpYbl9ZUWJGU3ExUDk1ZmIwRmxtOUdUQllUWFJxMk9yUmFoWWlfeExObXBDcjA0b1FQYUxreWdLVkdZZ09RU1JlVEprTlJMMGRjanZKb0VtZG5mUkZySFhHclJsZ053Y08x?oc=5,"<a href=""https://news.google.com/rss/articles/CBMijwFBVV95cUxPQkt2NGVJMVF3MzJBS3hDT2tHc0RIbUpQMTYxMlktekhTSlRFaXBiRl9XVVhIc01SejMwZlRmM05ETmlMWldCWXlKYXlXUE9ENEd6Vk9tWEE4aHcxa1FqMnNSMkJEZWFlclNkYmlLa0gtWDZQc1loUmZNSnZYSXNpY3ptZ01NVWFNTDhjY0JNa9IBlAFBVV95cUxPMlBlOGtfQkRDcF9GN05oZk5pam13QmY2c2l0Y2VRZFllb19XekYtSFUydGpYbl9ZUWJGU3ExUDk1ZmIwRmxtOUdUQllUWFJxMk9yUmFoWWlfeExObXBDcjA0b1FQYUxreWdLVkdZZ09RU1JlVEprTlJMMGRjanZKb0VtZG5mUkZySFhHclJsZ053Y08x?oc=5"" target=""_blank"">Gempa Hari Ini Guncang Kuta Selatan Bali, Cek Magnitudonya!</a>&nbsp;&nbsp;<font color=""#6f6f6f"">iNews.ID</font>",2025-11-26T09:18:00+00:00,iNews.ID,gempa bumi,news.google.com,Bali,Gempa Bumi,gempa hari ini guncang kuta selatan bali cek magnitudonya inews id,2025-11-26 09:18:00+00:00,2025-11-26 16:18:00+07:00,26-11-2025 16:18:00,26-11-2025,16:18:00,UNVERIFIED,,,,
"Update Terkini Bencana Alam di Sumut: 86 Kejadian, 72 Korban Terdampak—Polda Sumut All Out Kerahkan 492 Personel untuk Evakuasi dan Penyelamatan - Polri",https://news.google.com/rss/articles/CBMijwJBVV95cUxOWVdQQVJqUTJZYlU0clFiUUtrX0ZNRUg1NVFURF9TQ2V6S3NzYVN6MHcxQTdRTjY5ZXptNGZDVUNNTTF4NXZheWR1QWJ5Ylk5MThweTZDVnJkWEpyMll2Ri1yaUtzNWl5UTlWTG1LV3R5MEdlQkk5RkM2TC0wVGtmWkxGX2ptQVVIdThIb0JiWDI3ZXpSb2xMTWF0LTNxQjBTVEFTelRTR3JzcjY1NWphZk1PWUN2ek1BaGwxNWwzTldmUTBGM1ZzaHhFR1NZcFBteWJ4dXZXTFdMNEx4bGFidWF2Zk9PMHRyakhUTERZdzdLVUlPbWM2ZjdxalRPUUdpYVl3Tmh3dTNtcFgxdEV3?oc=5,"<a href=""https://news.google.com/rss/articles/CBMijwJBVV95cUxOWVdQQVJqUTJZYlU0clFiUUtrX0ZNRUg1NVFURF9TQ2V6S3NzYVN6MHcxQTdRTjY5ZXptNGZDVUNNTTF4NXZheWR1QWJ5Ylk5MThweTZDVnJkWEpyMll2Ri1yaUtzNWl5UTlWTG1LV3R5MEdlQkk5RkM2TC0wVGtmWkxGX2ptQVVIdThIb0JiWDI3ZXpSb2xMTWF0LTNxQjBTVEFTelRTR3JzcjY1NWphZk1PWUN2ek1BaGwxNWwzTldmUTBGM1ZzaHhFR1NZcFBteWJ4dXZXTFdMNEx4bGFidWF2Zk9PMHRyakhUTERZdzdLVUlPbWM2ZjdxalRPUUdpYVl3Tmh3dTNtcFgxdEV3?oc=5"" target=""_blank"">Update Terkini Bencana Alam di Sumut: 86 Kejadian, 72 Korban Terdampak—Polda Sumut All Out Kerahkan 492 Personel untuk Evakuasi dan Penyelamatan</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Polri</font>",2025-11-26T09:16:17+00:00,Polri,bencana alam,news.google.com,Sumut,Lainnya,update terkini bencana alam di sumut 86 kejadian 72 korban terdampak polda sumut all out kerahkan 492 personel untuk evakuasi dan penyelamatan polri,2025-11-26 09:16:17+00:00,2025-11-26 16:16:17+07:00,26-11-2025 16:16:17,26-11-2025,16:16:17,UNVERIFIED,,,,
"Banjir Longsor di Sumut, Satu Orang Hilang dan Ribuan Rumah Terdampak - MetroTVNews.com",https://news.google.com/rss/articles/CBMirwFBVV95cUxPeWUxX0hXWnYxNWlLSjVQZmY5YWxOWTZuN1pqOGJyTEN5Vm8zaGZ3eXZUTkZyYjBSaUs1c2d4U1M5R0x1d2FZa3NvRlVReW5zZ0pkb2hkSW1tLUZpWGVJcG5KQklrZUN5Wm5FWW0zcWFnWlNYc1FLck9PZWxNQmZqY3FLZENWTVdQWVByZkhIVTFQYlBRc1k4end0SlNrR3NPc1l5VTRaakJNU1MzQ01F?oc=5,"<a href=""https://news.google.com/rss/articles/CBMirwFBVV95cUxPeWUxX0hXWnYxNWlLSjVQZmY5YWxOWTZuN1pqOGJyTEN5Vm8zaGZ3eXZUTkZyYjBSaUs1c2d4U1M5R0x1d2FZa3NvRlVReW5zZ0pkb2hkSW1tLUZpWGVJcG5KQklrZUN5Wm5FWW0zcWFnWlNYc1FLck9PZWxNQmZqY3FLZENWTVdQWVByZkhIVTFQYlBRc1k4end0SlNrR3NPc1l5VTRaakJNU1MzQ01F?oc=5"" target=""_blank"">Banjir Longsor di Sumut, Satu Orang Hilang dan Ribuan Rumah Terdampak</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MetroTVNews.com</font>",2025-11-26T09:15:17+00:00,MetroTVNews.com,tanah longsor,news.google.com,Sumut,Banjir,banjir longsor di sumut satu orang hilang dan ribuan rumah terdampak metrotvnews com,2025-11-26 09:15:17+00:00,2025-11-26 16:15:17+07:00,26-11-2025 16:15:17,26-11-2025,16:15:17,UNVERIFIED,,,,
Bantuan untuk Korban Erupsi Semeru - Detik Sumsel - Detik Sumsel,https://news.google.com/rss/articles/CBMilwFBVV95cUxQVW9sVFVUUHR1d3V2aC1uTGh5alpiOW01OFJYck02QVdYeTBVdDN1dXhQUF9nMmtqZ3lFZGREY3pqWFFwTWVCczhaRGhCeWJNX182N1pCUmtEYmFtajd0SXBuS2o1ZzNSaEVFZlc2d25GLW9kWER3WmRjTHdwQnBGRG1FZm42Q2p6N2x2YXJBM2RsM2YyVTZN0gGcAUFVX3lxTFBPNU90bE12NWZDM25pLU00NENEcUZMSHJIMkJLQVdPZHhYdUJMTVEzRjdqcFBkaXAwSklmenNjUmVwRzBHRnhDMURfYi04OGZtMnVxZnVzRWtrdFVlMFFUSWR6Unpzb0RoemZEYWNWaGJ5NXMzUHEwTTVwa1Rvdm03RmZIM1FfTUg2VWFidExNcS1yeHR4czhmUk9UQQ?oc=5,"<a href=""https://news.google.com/rss/articles/CBMilwFBVV95cUxQVW9sVFVUUHR1d3V2aC1uTGh5alpiOW01OFJYck02QVdYeTBVdDN1dXhQUF9nMmtqZ3lFZGREY3pqWFFwTWVCczhaRGhCeWJNX182N1pCUmtEYmFtajd0SXBuS2o1ZzNSaEVFZlc2d25GLW9kWER3WmRjTHdwQnBGRG1FZm42Q2p6N2x2YXJBM2RsM2YyVTZN0gGcAUFVX3lxTFBPNU90bE12NWZDM25pLU00NENEcUZMSHJIMkJLQVdPZHhYdUJMTVEzRjdqcFBkaXAwSklmenNjUmVwRzBHRnhDMURfYi04OGZtMnVxZnVzRWtrdFVlMFFUSWR6Unpzb0RoemZEYWNWaGJ5NXMzUHEwTTVwa1Rvdm03RmZIM1FfTUg2VWFidExNcS1yeHR4czhmUk9UQQ?oc=5"" target=""_blank"">Bantuan untuk Korban Erupsi Semeru - Detik Sumsel</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Detik Sumsel</font>",2025-11-26T09:14:38+00:00,Detik Sumsel,erupsi,news.google.com,Sumsel,Erupsi Gunung Api,bantuan untuk korban erupsi semeru detik sumsel detik sumsel,2025-11-26 09:14:38+00:00,2025-11-26 16:14:38+07:00,26-11-2025 16:14:38,26-11-2025,16:14:38,UNVERIFIED,,,,
Status Tanggap Darurat Bencana Alam di Sumbar Berlangsung Hingga 8 Desember - Scientia Indonesia,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOWkwxU2JTM1BfbS0xYzVYdHNGX3NvT05hM2l6U2RLb3FNVEF3aDFBdEhnR2lISnBnaHRoMzhJV3NfNWNBWTA0ZWRhOGZJMDBQNW1zeHgtdElvQ1NxTGxfekNHMlVJdlZyVURpUFhWVnBtajAwWmRnSlVqTVhRZHpJU0U0U3I5ZWRuNXpTaVFGQ19iWklNNXRURVI0bzdVYWZVb0ZWM1NFR00wVkE?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiqwFBVV95cUxOWkwxU2JTM1BfbS0xYzVYdHNGX3NvT05hM2l6U2RLb3FNVEF3aDFBdEhnR2lISnBnaHRoMzhJV3NfNWNBWTA0ZWRhOGZJMDBQNW1zeHgtdElvQ1NxTGxfekNHMlVJdlZyVURpUFhWVnBtajAwWmRnSlVqTVhRZHpJU0U0U3I5ZWRuNXpTaVFGQ19iWklNNXRURVI0bzdVYWZVb0ZWM1NFR00wVkE?oc=5"" target=""_blank"">Status Tanggap Darurat Bencana Alam di Sumbar Berlangsung Hingga 8 Desember</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Scientia Indonesia</font>",2025-11-26T09:13:49+00:00,Scientia Indonesia,bencana alam,news.google.com,Sumbar,Lainnya,status tanggap darurat bencana alam di sumbar berlangsung hingga 8 desember scientia indonesia,2025-11-26 09:13:49+00:00,2025-11-26 16:13:49+07:00,26-11-2025 16:13:49,26-11-2025,16:13:49,UNVERIFIED,,,,
Video: Detik-detik Rumah Ambruk Diterjang Banjir Bandang di Tanah Datar Sumbar - 20detik,https://news.google.com/rss/articles/CBMiyAFBVV95cUxPRHFiaGFQelJDeDBzTmlBX0pYREJvckYyd3VERXJyWWJtNFlUaUhTRk5ub1liVUVvQ0toY3NuaW16TXdpNEJvOVJzVERhX3IxYzBidDg0YTZRMzVUVG8xcGw3TnpyQjY4ckkwVkZiZ0c0N2FhLVlkZU1URlB1MzdfMTBNN1MwVkQzNWFRbS1TMlFtS0RiWVJkeDFudS1haTdvMnN2LXllbDY2WFM5RTZOTHZ4cE16cEtmUVdTZWViUTNURXR6bFlaYQ?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiyAFBVV95cUxPRHFiaGFQelJDeDBzTmlBX0pYREJvckYyd3VERXJyWWJtNFlUaUhTRk5ub1liVUVvQ0toY3NuaW16TXdpNEJvOVJzVERhX3IxYzBidDg0YTZRMzVUVG8xcGw3TnpyQjY4ckkwVkZiZ0c0N2FhLVlkZU1URlB1MzdfMTBNN1MwVkQzNWFRbS1TMlFtS0RiWVJkeDFudS1haTdvMnN2LXllbDY2WFM5RTZOTHZ4cE16cEtmUVdTZWViUTNURXR6bFlaYQ?oc=5"" target=""_blank"">Video: Detik-detik Rumah Ambruk Diterjang Banjir Bandang di Tanah Datar Sumbar</a>&nbsp;&nbsp;<font color=""#6f6f6f"">20detik</font>",2025-11-26T09:13:48+00:00,20detik,banjir bandang,news.google.com,Sumbar,Banjir,video detik detik rumah ambruk diterjang banjir bandang di tanah datar sumbar 20detik,2025-11-26 09:13:48+00:00,2025-11-26 16:13:48+07:00,26-11-2025 16:13:48,26-11-2025,16:13:48,UNVERIFIED,,,,
Yayasan Mapel Indonesia Berangkatkan Tim Relawan ke Lokasi Bencana Alam Sumut - Waspada Online,https://news.google.com/rss/articles/CBMipwFBVV95cUxPcFdsQlV3dHVtS1A0cGhKZ3ZmUGp3SmU0Y0hkUl9FM3UxN0hOZV9GNjIyTkoxd1lHZ0pVQW92bWwxN0FYeUtnMkdMR0ZlUkY5TmN1T05jZ3gxRHNKWXJfWXFkVHBVSFVXa1poX2t6dFdDMzRoQ1ZaY01XX1NZR1FwWm9JRGN3bTRFUVJIbXMtT0ZVOW1zY3FtdXZUSjFCaGE0aGc2b0RyZw?oc=5,"<a href=""https://news.google.com/rss/articles/CBMipwFBVV95cUxPcFdsQlV3dHVtS1A0cGhKZ3ZmUGp3SmU0Y0hkUl9FM3UxN0hOZV9GNjIyTkoxd1lHZ0pVQW92bWwxN0FYeUtnMkdMR0ZlUkY5TmN1T05jZ3gxRHNKWXJfWXFkVHBVSFVXa1poX2t6dFdDMzRoQ1ZaY01XX1NZR1FwWm9JRGN3bTRFUVJIbXMtT0ZVOW1zY3FtdXZUSjFCaGE0aGc2b0RyZw?oc=5"" target=""_blank"">Yayasan Mapel Indonesia Berangkatkan Tim Relawan ke Lokasi Bencana Alam Sumut</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Waspada Online</font>",2025-11-26T09:12:47+00:00,Waspada Online,bencana alam,news.google.com,Sumut,Lainnya,yayasan mapel indonesia berangkatkan tim relawan ke lokasi bencana alam sumut waspada online,2025-11-26 09:12:47+00:00,2025-11-26 16:12:47+07:00,26-11-2025 16:12:47,26-11-2025,16:12:47,UNVERIFIED,,,,
Dinkes Ngawi Observasi Puluhan Murid yang Diduga Keracunan Usai Menyantap Menu Makan Bergizi Gratis - Suryamalang.com,https://news.google.com/rss/articles/CBMi5wFBVV95cUxPMjJPbk50bVNlMTV2VFFfWExldkxzbzVUQThmYU9jbGFQbW9uenV6bTJWRmY2UUtvaTM0S0RGZ3ZVWGJKQ1Z5Nk5oZkk1MmZiaVpsdXlPMnRhWEktS0FRWE9FX01GbDM0V19JWGc0VlowT0dhTHVvaFRndkJQMFJxcWdiZE5ldHN4bWVCZmV6aGJQOTc3QTdfRnpEcFdnS29pODFDNXBBbXBZM0lfOHBmWmEzN01sb29uTWFQTnNyNkgyU2lPa0RIRDJncExjeGgzaEdtb3k3WWd6NzRkcGcyRmFuWkN1b00?oc=5,"<a href=""https://news.google.com/rss/articles/CBMi5wFBVV95cUxPMjJPbk50bVNlMTV2VFFfWExldkxzbzVUQThmYU9jbGFQbW9uenV6bTJWRmY2UUtvaTM0S0RGZ3ZVWGJKQ1Z5Nk5oZkk1MmZiaVpsdXlPMnRhWEktS0FRWE9FX01GbDM0V19JWGc0VlowT0dhTHVvaFRndkJQMFJxcWdiZE5ldHN4bWVCZmV6aGJQOTc3QTdfRnpEcFdnS29pODFDNXBBbXBZM0lfOHBmWmEzN01sb29uTWFQTnNyNkgyU2lPa0RIRDJncExjeGgzaEdtb3k3WWd6NzRkcGcyRmFuWkN1b00?oc=5"" target=""_blank"">Dinkes Ngawi Observasi Puluhan Murid yang Diduga Keracunan Usai Menyantap Menu Makan Bergizi Gratis</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Suryamalang.com</font>",2025-11-26T09:12:03+00:00,Suryamalang.com,keracunan,news.google.com,Ngawi,Lainnya,dinkes ngawi observasi puluhan murid yang diduga keracunan usai menyantap menu makan bergizi gratis suryamalang com,2025-11-26 09:12:03+00:00,2025-11-26 16:12:03+07:00,26-11-2025 16:12:03,26-11-2025,16:12:03,UNVERIFIED,,,,
POLRI KERAHKAN 135 PERSONEL UNTUK OPERASI KEMANUSIAAN BENCANA ALAM DI SUMATERA UTARA - Media Mabes Bharindo,https://news.google.com/rss/articles/CBMitgFBVV95cUxPX3hwdlZUMmpTT2FiOGVtSFgxSGNzcmdGaWpELWU4anBCQnZhbkZ6YnlXWEZfb0o1bmhTczhYZG5XRFVhWktvQmVHUmgzbDk4UzlTU2RZazh0eERvMVpNVTFhOTNiY3ZmdDV5T1ZsNWRoLXF3Rzh3Q29GVkhfWUJkYmJxVi1BWWRQbUFqRVVtaEg2XzNneVlCOEdUbC1KMzdrUnpqZkpqaDBYZDhpTEpNaTNRbkYwZw?oc=5,"<a href=""https://news.google.com/rss/articles/CBMitgFBVV95cUxPX3hwdlZUMmpTT2FiOGVtSFgxSGNzcmdGaWpELWU4anBCQnZhbkZ6YnlXWEZfb0o1bmhTczhYZG5XRFVhWktvQmVHUmgzbDk4UzlTU2RZazh0eERvMVpNVTFhOTNiY3ZmdDV5T1ZsNWRoLXF3Rzh3Q29GVkhfWUJkYmJxVi1BWWRQbUFqRVVtaEg2XzNneVlCOEdUbC1KMzdrUnpqZkpqaDBYZDhpTEpNaTNRbkYwZw?oc=5"" target=""_blank"">POLRI KERAHKAN 135 PERSONEL UNTUK OPERASI KEMANUSIAAN BENCANA ALAM DI SUMATERA UTARA</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Media Mabes Bharindo</font>",2025-11-26T09:04:56+00:00,Media Mabes Bharindo,bencana alam,news.google.com,Sumatera Utara,Lainnya,polri kerahkan 135 personel untuk operasi kemanusiaan bencana alam di sumatera utara media mabes bharindo,2025-11-26 09:04:56+00:00,2025-11-26 16:04:56+07:00,26-11-2025 16:04:56,26-11-2025,16:04:56,UNVERIFIED,,,,
46 Siswa SD SMP di Ngawi Diduga Keracunan Menu MBG - beritajatim.com,https://news.google.com/rss/articles/CBMif0FVX3lxTE9Odl80Vm1SbHRqcXh6ckVjcUNwSGZoT2FtY05fZ0lPRWZ6eE40eFVwcmZCenV2UXVpMW1JS3hIckpNX3U3SjZzTTJFZlBfRGRsUjB1M09Uc0ctR25SLTVzaG9Bd0lORG1VaklPZEs4OW50RkdRZEFlZ3dnRlFCV3M?oc=5,"<a href=""https://news.google.com/rss/articles/CBMif0FVX3lxTE9Odl80Vm1SbHRqcXh6ckVjcUNwSGZoT2FtY05fZ0lPRWZ6eE40eFVwcmZCenV2UXVpMW1JS3hIckpNX3U3SjZzTTJFZlBfRGRsUjB1M09Uc0ctR25SLTVzaG9Bd0lORG1VaklPZEs4OW50RkdRZEFlZ3dnRlFCV3M?oc=5"" target=""_blank"">46 Siswa SD SMP di Ngawi Diduga Keracunan Menu MBG</a>&nbsp;&nbsp;<font color=""#6f6f6f"">beritajatim.com</font>",2025-11-26T09:00:06+00:00,beritajatim.com,keracunan massal,news.google.com,Ngawi,Lainnya,46 siswa sd smp di ngawi diduga keracunan menu mbg beritajatim com,2025-11-26 09:00:06+00:00,2025-11-26 16:00:06+07:00,26-11-2025 16:00:06,26-11-2025,16:00:06,UNVERIFIED,,,,
